"ID"	"FC"
"evm.utg40512.7"	1.173041677
"evm.utg5290.15"	1.621428836
"evm.utg219.63"	-0.865833854
"evm.utg1239.25"	1.523329675
"evm.utg542.54"	-0.866397395
"evm.utg4082.39"	3.145901211
"evm.utg512.60"	1.133106093
"evm.utg116.82"	-0.68873432
"evm.utg1345.50"	-1.407228628
"evm.utg3799.9"	-1.834435436
"evm.utg27988.4"	-1.170499246
"evm.utg5073.45"	0.787548333
"evm.utg1648.11.10"	1.016601761
"evm.utg18294.6"	-0.641292753
"evm.utg567.14"	-4.276796857
"evm.utg234.132"	1.47590292
"evm.utg1683.40"	1.096729771
"evm.utg411.84"	-0.882518733
"evm.utg858.27"	-1.921578943
"evm.utg379.20"	0.697022975
"utg415.equina_smart_1806938.mrna1"	-0.660961282
"evm.utg5033.18"	1.265902405
"evm.utg1234.23"	0.934303947
"evm.utg8609.10"	-0.595976179
"evm.utg116.21"	1.068447924
"evm.utg594.16"	-0.469012679
"evm.utg3409.12"	-0.939223662
"utg55.equina_smart_376502.mrna1"	-2.303273742
"evm.utg55.202"	-1.626130297
"evm.utg4695.64"	-2.438834298
"evm.utg86.58"	1.036138241
"evm.utg1450.1"	-0.751663818
"evm.utg5885.87"	-1.238169277
"evm.utg54.45"	-1.433744931
"evm.utg3878.39"	1.263180077
"evm.utg293.50"	0.708246925
"evm.utg4901.10"	-0.618894528
"evm.utg245.77"	2.720069308
"evm.utg2247.10"	0.872376817
"evm.utg6459.28"	1.121572587
"evm.utg2083.33"	-0.68838927
"evm.utg7127.23"	0.983324466
"evm.utg8851.71"	-0.704208054
"evm.utg3235.4"	-0.868484119
"evm.utg3499.6"	-0.928183739
"evm.utg1648.14"	1.514985411
"evm.utg512.9"	0.869043303
"evm.utg1571.13"	-0.601339415
"evm.utg55.132"	0.782009376
"evm.utg5074.13"	-0.818926664
"evm.utg190.57"	0.597018921
"evm.utg625.50"	-0.539944306
"evm.utg172.38"	0.921286483
"evm.utg262.58"	-1.292927545
"evm.utg3499.5"	-2.965758881
"evm.utg2200.17"	1.158376934
"RNAmmer.utg9603.28s.1"	-0.716851881
"evm.utg18932.4"	-0.707795259
"evm.utg15586.1"	-2.209215666
"evm.utg92.78"	-1.134813423
"evm.utg4194.84"	-2.540331203
"evm.utg417.48"	0.993881978
"evm.utg77.116"	-0.554561994
"evm.utg888.44.46.44"	-1.147062482
"evm.utg12875.16"	-1.607895525
"evm.utg1931.48"	-0.475802258
"evm.utg439.11"	1.732396223
"evm.utg1140.8"	-0.967369181
"evm.utg15164.14"	1.290349116
"RNAmmer.utg9603.28s.2"	-0.713866536
"evm.utg4172.37"	0.708093338
"evm.utg710.35"	0.826132612
"evm.utg8792.40"	1.280046596
"utg2338.equina_smart_890756.mrna2"	4.514421365
"evm.utg729.116"	1.126666094
"evm.utg77.66"	0.57388366
"evm.utg2757.68"	1.362537132
"evm.utg78.75"	0.906880397
"evm.utg3156.7"	-2.397551712
"evm.utg992.42"	1.10216564
"evm.utg1555.33"	0.6232394
"evm.utg5885.81"	0.486085569
"evm.utg1962.29"	0.966717619
"evm.utg9776.2"	-0.780215114
"utg379.evm.utg2183.8.mrna2"	1.382310898
"evm.utg4922.1"	1.473020288
"evm.utg501.26"	-2.042039884
"evm.utg33938.32"	-0.394507415
"evm.utg600.35"	-1.173790083
"evm.utg1138.19"	1.160363874
"evm.utg2371.24"	-3.137406492
"evm.utg3019.12"	-1.268316827
"evm.utg320.145"	2.359466871
"evm.utg8792.67"	3.195709075
"evm.utg1005.69"	0.92888651
"evm.utg1972.101"	-1.403693565
"evm.utg625.53"	-0.514074538
"evm.utg798.64"	0.552927655
"evm.utg234.38"	0.959366366
"evm.utg27.67"	-3.789594993
"evm.utg5652.51"	0.53532772
"evm.utg372.5"	-0.716737124
"evm.utg3839.34"	0.925712927
"evm.utg4231.3"	2.568738529
"evm.utg225.53"	-0.397548474
"evm.utg696.10"	1.055982686
"evm.utg858.25"	-0.631637193
"evm.utg564.28"	0.676913547
"evm.utg116.172"	0.945172985
"evm.utg24929.2"	-1.215545042
"evm.utg1087.28"	2.364355328
"evm.utg9110.22"	-1.277710131
"evm.utg622.149"	-1.560858124
"evm.utg418.76"	1.034871379
"utg6781.equina_smart_1389976.mrna2"	-1.189915803
"evm.utg2426.31"	1.432587043
"evm.utg1555.41"	-1.191339963
"evm.utg207.93"	-0.662669649
"evm.utg9875.8"	0.511382431
"evm.utg3013.5"	0.994837199
"evm.utg34.5"	-1.366185696
"evm.utg861.33"	-1.020930831
"evm.utg512.7"	0.855159433
"evm.utg31699.4"	-1.39114361
"evm.utg2674.34"	-3.333944738
"evm.utg439.47"	-0.646448437
"evm.utg293.6"	1.127457357
"evm.utg24611.12"	0.75774419
"evm.utg1525.9"	-0.66179418
"evm.utg27988.5"	-1.125122202
"evm.utg648.95"	3.062824593
"evm.utg2216.44"	1.377353618
"evm.utg1127.37"	-0.532775343
"evm.utg6078.53"	0.931231586
"evm.utg324.75"	1.358742226
"evm.utg2371.60"	0.656754477
"evm.utg910.42"	0.977891148
"evm.utg912.16.19"	-1.256267593
"evm.utg9023.1"	-0.818342033
"evm.utg498.13"	-0.814494679
"evm.utg1819.17"	0.743174578
"evm.utg180.19"	-0.934273007
"evm.utg25450.1"	0.468873136
"evm.utg162.16"	-0.562566304
"evm.utg12476.1"	-0.690548277
"evm.utg34.9"	1.898942216
"evm.utg15156.25"	1.978590127
"evm.utg924.22"	-1.213710845
"evm.utg12889.15"	1.612677351
"RNAmmer.utg9603.18s.3"	-0.699500841
"evm.utg1910.82"	0.635489494
"evm.utg101.181"	0.969548813
"evm.utg24357.4"	0.699113793
"evm.utg1272.50"	0.719547179
"evm.utg1005.68"	1.016461334
"evm.utg5950.88"	0.686112034
"evm.utg4773.8"	-0.839662551
"utg203.equina_smart_838471.mrna1"	-0.78694444
"evm.utg415.3"	1.371189379
"evm.utg9285.18"	-0.966973907
"evm.utg715.28"	-1.184551909
"evm.utg43821.8"	-2.054510793
"evm.utg203.95"	1.115127782
"evm.utg95.50"	-1.168236741
"evm.utg535.33"	0.773827397
"evm.utg55667.3"	1.10819898
"evm.utg8497.17"	0.965863328
"evm.utg4880.17"	-0.71788052
"evm.utg1432.28"	1.289673573
"evm.utg597.146"	-0.596934907
"evm.utg441.3"	1.784896466
"evm.utg1272.75"	0.81415023
"evm.utg10114.17"	0.687341781
"evm.utg116.175"	0.480606277
"RNAmmer.utg9603.18s.2"	-0.700199135
"evm.utg3753.61"	0.722970693
"evm.utg888.1"	-0.777897692
"evm.utg577.9"	0.50639589
"evm.utg2216.31"	1.108253689
"evm.utg415.15"	-0.698842967
"RNAmmer.utg9603.18s.1"	-0.699782608
"evm.utg378.51"	-0.563101162
"evm.utg62.79"	0.994845072
"evm.utg116.310"	-1.982160848
"evm.utg2969.69"	1.233410171
"evm.utg536.25"	-1.404760499
"evm.utg3174.51"	1.187331068
"evm.utg3839.33"	0.952687142
"evm.utg1972.86"	-0.488637085
"evm.utg112.42"	-0.8331584
"evm.utg2969.73"	0.954223335
"evm.utg30988.9"	-3.104770645
"evm.utg344.64"	0.493012858
"evm.utg25862.7"	-1.38835879
"evm.utg300.41"	2.281124085
"evm.utg418.25"	1.663173712
"evm.utg2303.34"	-0.775067531
"evm.utg622.59"	-0.606769713
"evm.utg1285.62"	0.638153883
"evm.utg109.91"	1.365864031
"evm.utg1345.39"	-0.648406961
"evm.utg699.70"	1.592013023
"evm.utg788.82"	-1.43821843
"utg2200.equina_smart_78118.mrna1"	0.4594151
"evm.utg4856.17"	0.858290806
"evm.utg1846.4"	0.692006222
"evm.utg3201.21"	0.692035091
"evm.utg5390.20"	0.655418201
"evm.utg243.54"	0.523138782
"evm.utg104.60"	-0.669969749
"evm.utg6123.24"	-1.50736196
"evm.utg101.174"	-1.061876577
"evm.utg245.10"	-1.313741658
"evm.utg33589.7"	-1.330654727
"evm.utg129.24"	0.753680098
"evm.utg178.16"	0.814093803
"evm.utg5780.1"	0.82450358
"evm.utg9875.19"	0.482224685
"evm.utg4231.2"	0.907800327
"evm.utg236.23"	0.883187477
"evm.utg3571.6"	-0.795766162
"evm.utg4665.7"	-2.170703609
"evm.utg7264.13"	0.658339956
"evm.utg73.2"	0.697377848
"evm.utg861.86"	-0.958757881
"evm.utg577.90"	0.697410437
"evm.utg13.58"	-0.618476644
"utg1345.equina_smart_814569.mrna1"	2.402647729
"evm.utg1708.37"	0.842477676
"evm.utg378.153"	0.804092255
"evm.utg126.25"	0.513983957
"evm.utg1555.16"	-1.487560939
"evm.utg3365.7"	-1.390661549
"evm.utg334.54"	-1.757394231
"evm.utg777.43"	-0.827325374
"utg1272.equina_smart_16100.mrna1"	1.08187351
"evm.utg3790.41"	0.653333187
"evm.utg77.93"	-0.554824836
"evm.utg2353.34"	-0.699253998
"evm.utg1455.32"	-0.722857198
"evm.utg2487.56"	2.330328343
"evm.utg116.49"	0.538677469
"RNAmmer.utg13981.18s.1"	-0.683741312
"evm.utg104.63"	-0.960851424
"evm.utg1056.136"	-0.449310555
"RNAmmer.utg1032.18s.1"	-0.677518855
"evm.utg868.104"	-0.495213031
"evm.utg3777.3"	1.386883055
"evm.utg3365.10"	-2.662994954
"evm.utg7066.36"	0.750709151
"evm.utg798.23"	-0.382608462
"evm.utg498.191"	-0.464301889
"evm.utg7.45"	-1.1043845
"evm.utg625.97"	-0.785618922
"evm.utg16223.13"	-1.331592768
"evm.utg18.32"	-0.595968354
"evm.utg364.10"	-0.654819605
"evm.utg597.131"	0.563254383
"evm.utg6958.7"	-1.366770873
"utg1278.equina_smart_555639.mrna1"	-0.622882155
"evm.utg1002.12"	0.930148703
"evm.utg338.79"	0.965098773
"evm.utg7549.28"	-0.774875953
"evm.utg1056.23"	-0.775488643
"evm.utg5652.55"	0.565880933
"evm.utg5033.26"	0.69430612
"evm.utg9776.6"	1.987011277
"evm.utg6459.52"	0.791713178
"evm.utg378.52"	-0.540884326
"evm.utg4157.11"	0.785133374
"evm.utg1278.7"	0.710743082
"evm.utg715.43"	-1.768071505
"evm.utg9409.16"	-0.468668205
"evm.utg540.63"	1.174198253
"evm.utg33038.1"	-0.819681766
"evm.utg6401.10"	2.218477019
"evm.utg10156.28"	0.838422085
"evm.utg12986.65"	-0.480683303
"evm.utg1005.83"	0.741004515
"evm.utg3899.24"	2.446474321
"evm.utg4328.7"	-0.598617559
"evm.utg3019.52"	-2.238346243
"evm.utg7289.25"	0.556888836
"evm.utg7066.23"	-0.69622674
"evm.utg1127.20"	-1.515876335
"evm.utg526.5"	1.937065318
"evm.utg3609.17"	-2.688615064
"evm.utg338.14"	-0.479704725
"evm.utg43451.6"	1.80537923
"utg3019.evm.utg27778.3.mrna2"	-2.097882759
"evm.utg16443.21"	-0.49915804
"evm.utg3267.5"	-0.802788289
"evm.utg2016.6"	0.847505743
"evm.utg415.22"	0.720540069
"evm.utg1285.94"	1.126485582
"evm.utg1272.4"	-0.991001283
"evm.utg20736.7"	0.462042044
"evm.utg48209.4"	0.79438923
"tRNAscan-SE.tRNA.utg4576.Pseudo(GGA).1"	3.424985239
"evm.utg1463.13"	0.564828219
"evm.utg370.56"	-1.080121945
"evm.utg797.54"	0.776416008
"evm.utg686.84"	-2.129708586
"evm.utg577.10"	1.078376251
"evm.utg52.16"	-0.849983475
"evm.utg20736.4"	0.885404798
"evm.utg2156.16"	-5.40048288
"evm.utg736.14"	-2.748599949
"evm.utg25103.2"	0.602741705
"evm.utg401.47"	-0.635027707
"evm.utg104.9"	0.46012379
"evm.utg1765.21"	0.442462355
"evm.utg6123.9"	0.76142683
"evm.utg183.14"	-2.246421184
"evm.utg15164.43"	1.171646201
"evm.utg699.99"	-0.394004697
"evm.utg116.52"	0.534499058
"evm.utg622.135"	2.728196993
"evm.utg4398.4"	1.131993926
"evm.utg4194.81"	0.955307219
"evm.utg6183.15"	-0.707774469
"evm.utg4709.6"	-3.006334656
"evm.utg762.15"	-0.721630819
"evm.utg3609.21"	-0.496279726
"evm.utg1162.37"	1.019872951
"evm.utg2932.11"	-3.924035482
"evm.utg3753.5"	-0.800015694
"evm.utg12644.5"	0.813572642
"evm.utg101.61"	0.462079878
"evm.utg4194.120"	-0.788969277
"evm.utg6183.14"	-0.578552618
"evm.utg54.27"	0.380439717
"evm.utg1049.10"	0.384273976
"evm.utg4046.4"	1.091020811
"evm.utg8726.9"	-0.584187772
"evm.utg3158.56"	1.518733087
"evm.utg512.20"	2.801060538
"evm.utg1002.33"	-0.879131756
"evm.utg320.73"	-0.752973965
"evm.utg3790.47"	0.708618007
"evm.utg3722.17"	-1.633828788
"evm.utg4341.3"	0.630411623
"evm.utg686.39"	-0.621427888
"evm.utg912.26"	-0.773033564
"evm.utg4172.11"	-0.590036329
"evm.utg356.24"	-0.725741631
"evm.utg225.24"	-0.689112095
"evm.utg2757.2"	-2.446039728
"evm.utg1919.71"	0.843536801
"evm.utg116.275"	-0.455478781
"evm.utg10077.3"	1.010380143
"evm.utg3041.8"	0.909704534
"evm.utg417.42"	0.637374922
"evm.utg13175.4"	0.623337365
"evm.utg1277.37"	0.765234272
"evm.utg3872.16"	-0.924052227
"evm.utg4318.34"	0.581167097
"evm.utg1919.33"	-0.37506927
"evm.utg435.88"	0.87899236
"evm.utg736.18"	1.036497367
"evm.utg150.79"	0.650732852
"evm.utg190.48"	0.484817998
"evm.utg9409.14"	0.64595738
"evm.utg1530.2"	-0.837877227
"evm.utg616.124"	0.45336196
"evm.utg750.16"	-1.295782627
"utg5033.equina_smart_1000094.mrna1"	1.55420825
"evm.utg152524.8"	0.829363357
"evm.utg376.65"	0.734979127
"evm.utg479.142"	1.348800873
"evm.utg1925.11"	-0.651457632
"evm.utg389.107"	0.706729843
"evm.utg324.22"	-1.166276927
"evm.utg1278.59"	-1.17054695
"utg276.equina_smart_1405922.mrna1"	-1.124796226
"evm.utg2099.54"	1.378510052
"evm.utg234.133"	1.151317902
"evm.utg2967.29"	1.317071092
"evm.utg1270.13"	-0.888851321
"evm.utg14366.13"	-0.60168025
"evm.utg1127.34"	-2.193514243
"evm.utg27.55"	0.81833442
"evm.utg2969.51"	3.278448832
"evm.utg8380.6"	-0.654735633
"evm.utg7931.3"	1.025073619
"evm.utg1900.16"	2.623216645
"evm.utg14892.6"	0.721755575
"evm.utg255.27"	-1.873153563
"evm.utg1230.11"	-0.608496769
"evm.utg612.12"	0.382767428
"evm.utg686.60"	-0.646802888
"evm.utg256.24"	-0.517017769
"utg67002.equina_smart_1876571.mrna1"	0.642949008
"evm.utg1395.50"	1.043801007
"evm.utg432.67"	-0.582687181
"evm.utg89724.1"	-2.22505297
"evm.utg62.99"	1.150655665
"evm.utg4464.4"	0.560735881
"evm.utg36649.3"	0.413712673
"evm.utg268.17"	0.520492701
"evm.utg868.65"	0.511741615
"evm.utg1748.2"	-1.689783211
"evm.utg467.32"	1.395154284
"evm.utg4082.16"	-0.686868957
"evm.utg1754.46"	-0.838334656
"evm.utg1596.2"	-2.260099414
"evm.utg3839.52"	2.914126779
"evm.utg435.48"	0.505517683
"evm.utg1052.36"	1.034139423
"evm.utg1337.21"	0.484136237
"evm.utg89724.5"	-1.843507646
"evm.utg15197.20"	-1.209966995
"evm.utg5087.10"	0.87881933
"evm.utg3787.16"	-0.529073625
"evm.utg78.74"	1.183654383
"utg5367.equina_smart_1458026.mrna1"	-1.27579675
"evm.utg2108.34"	0.90777816
"evm.utg7149.13"	1.7723203
"evm.utg55667.5"	0.395840662
"utg9769.equina_smart_1482040.mrna2"	-1.449019628
"evm.utg2327.13"	1.337758844
"evm.utg126.86"	-1.19281865
"evm.utg5073.18"	-0.374320093
"evm.utg1087.1"	2.979824154
"evm.utg4464.27"	0.572449532
"evm.utg801.40"	0.409755327
"evm.utg7839.14"	0.739633217
"evm.utg78.53"	0.969437701
"evm.utg420.8"	-0.859858613
"evm.utg415.9"	-0.529511615
"evm.utg505.77"	-0.737750409
"evm.utg6806.37"	0.710604421
"evm.utg3283.31"	-1.620461191
"evm.utg386.40"	0.746743499
"evm.utg262.49"	-3.040298954
"utg6781.equina_smart_1461350.mrna1"	-0.986933582
"evm.utg456.18"	-1.663989004
"evm.utg116.314"	-1.977846034
"evm.utg1226.21"	0.78628524
"evm.utg1052.34"	1.25553445
"evm.utg4046.38"	0.682172096
"evm.utg324.87"	0.671015249
"utg172.equina_smart_248889.mrna1"	-1.921020857
"evm.utg101.48"	-0.424881746
"utg234.evm.utg234.133.mrna2"	0.960777989
"evm.utg24357.8"	1.323100682
"evm.utg6072.18"	-3.303466211
"evm.utg378.4"	-0.716769023
"evm.utg417.26"	-2.100354584
"evm.utg2521.14"	0.737042372
"evm.utg1910.39"	-0.610682906
"evm.utg207.14"	-1.423682641
"evm.utg1530.23"	0.437270068
"evm.utg286.32"	1.096542606
"evm.utg116.274"	-0.390292986
"evm.utg52.122"	-0.721701014
"evm.utg4082.60"	-0.908704363
"evm.utg2255.30"	0.611601981
"evm.utg30049.1"	1.205827431
"evm.utg5578.1"	0.608808393
"evm.utg1530.39"	-2.752908582
"evm.utg1127.6"	-1.094831537
"evm.utg3443.49"	1.136256139
"evm.utg2099.53"	0.824346732
"evm.utg1416.3"	0.45306568
"evm.utg12986.60"	0.430581139
"evm.utg2858.21"	-0.908962917
"utg597.equina_smart_230871.mrna1"	2.336903217
"evm.utg5074.5"	-0.421660269
"evm.utg207.105"	1.960613041
"evm.utg1302.7"	1.552376321
"evm.utg101.197"	0.636242704
"evm.utg61418.9"	-0.50820612
"evm.utg5370.2"	1.200191396
"evm.utg3980.14"	0.752650406
"evm.utg180.57"	-0.934949183
"evm.utg14913.9"	2.302838777
"evm.utg62.21"	0.92064486
"evm.utg192.6"	-1.574871577
"utg7008.equina_smart_1461955.mrna1"	-0.571934134
"evm.utg43821.9"	-1.769872491
"evm.utg55.130"	0.558698623
"evm.utg6432.28"	-0.743048033
"evm.utg572.38"	3.345340905
"evm.utg16130.1"	0.561067181
"evm.utg86.72"	-0.619464851
"evm.utg579.34"	-3.371170551
"evm.utg225.26"	-0.580865894
"evm.utg1363.64"	2.137331821
"evm.utg477.32"	0.768835483
"evm.utg107.16"	-0.567615603
"evm.utg616.128"	0.470676799
"evm.utg616.120"	-0.795754837
"evm.utg2129.141"	-0.659681535
"evm.utg4398.19"	1.718946163
"evm.utg2071.18"	1.660971201
"evm.utg1285.8"	0.334875033
"evm.utg1226.28"	0.788154658
"evm.utg1192.6"	-0.350669619
"evm.utg2246.5"	0.728029581
"utg470.equina_smart_1414578.mrna1"	0.598285995
"evm.utg2100.7"	1.064255321
"evm.utg2303.55"	0.663351734
"evm.utg300.58"	-0.519321811
"evm.utg597.93"	-0.631042803
"evm.utg7412.11"	0.588883876
"evm.utg3899.29"	3.698028133
"evm.utg1565.108"	-0.576685436
"evm.utg1432.34"	1.483547568
"evm.utg1272.53"	-0.426493717
"evm.utg616.26"	-0.853112585
"evm.utg868.11"	-0.389108884
"evm.utg190.74"	-0.654707296
"evm.utg234.103"	-0.751379535
"evm.utg2129.112"	-1.319235605
"evm.utg6220.6"	-2.169168816
"evm.utg1079.73"	-0.456836124
"evm.utg178.27.31"	1.26684332
"evm.utg1781.17"	0.983710604
"evm.utg2156.42"	0.495259827
"utg989.equina_smart_1876571.mrna5"	0.812821758
"evm.utg801.104"	2.40641999
"evm.utg324.157"	1.047566158
"evm.utg1337.5"	0.710289132
"utg2433.equina_smart_1444419.mrna1"	0.692053651
"evm.utg2757.75"	1.805473206
"evm.utg477.33"	0.704460568
"evm.utg8494.62"	-0.552811757
"evm.utg2018.18"	0.555290437
"evm.utg597.162"	0.469506383
"evm.utg126.114"	0.568266136
"evm.utg910.29"	1.358554217
"evm.utg5780.2"	0.815744869
"evm.utg420.108"	0.549958031
"evm.utg6432.36"	0.759923356
"evm.utg194.14"	0.537598123
"utg1056.evm.utg75973.1.mrna2"	1.246387691
"evm.utg597.203"	1.113217458
"evm.utg6976.17"	-2.182214698
"evm.utg324.178"	-0.611222436
"evm.utg1205.130"	1.180938005
"evm.utg1629.17"	-1.119166967
"evm.utg4383.25"	-0.696147947
"evm.utg505.62"	0.414828103
"evm.utg4607.23"	-0.586146796
"utg378.equina_smart_76474.mrna1"	-0.756906127
"evm.utg3199.1"	-0.881639382
"utg3197.evm.utg4271.85.mrna2"	1.227279181
"evm.utg2007.44"	-1.033664056
"evm.utg2426.24"	-0.637234208
"evm.utg936.47"	1.380822393
"evm.utg18028.9"	-0.969093131
"evm.utg896.25"	-0.348117662
"evm.utg1734.15"	-2.291395468
"evm.utg801.20"	-0.4821841
"utg86.equina_smart_1634317.mrna2"	-1.682625543
"evm.utg1565.25"	0.89857852
"evm.utg10628.13"	0.397584815
"tRNAscan-SE.tRNA.utg911.Ser(GGA).1"	-1.963617792
"utg9202.equina_smart_1466204.mrna1"	0.61426939
"evm.utg301.137"	-1.270828975
"evm.utg207.96"	-0.469579175
"evm.utg1897.90"	-0.940255206
"evm.utg73.134"	-0.510492958
"evm.utg77.138"	-0.476876554
"evm.utg3201.5"	0.741757168
"evm.utg13276.3"	0.939266192
"evm.utg55.211"	3.156648492
"evm.utg405.76"	-0.661881981
"evm.utg567.13"	-2.70115165
"evm.utg3642.4"	-1.195200754
"evm.utg52.95"	-3.305954097
"evm.utg52.99"	-4.544179356
"evm.utg389.24"	0.813272159
"evm.utg10588.11"	-1.216002548
"evm.utg7286.25"	-0.373343774
"evm.utg1051.74"	1.229740109
"evm.utg4716.14"	-0.722163883
"evm.utg27.71"	0.476500045
"evm.utg2123.39"	-0.77624272
"evm.utg2255.27"	0.540227645
"evm.utg8792.31"	0.450040286
"evm.utg1278.28"	1.100933818
"evm.utg9409.21"	-0.629619308
"tRNAscan-SE.tRNA.utg4046.Ser(AGA).9"	2.66993028
"evm.utg1230.3"	0.890148315
"evm.utg92.24"	0.861150723
"evm.utg48808.2"	-2.733886325
"evm.utg15164.13"	1.069953952
"evm.utg415.26"	-1.257192535
"evm.utg276.9"	-1.11606823
"evm.utg542.39"	-0.317289469
"evm.utg456.22"	-0.637847972
"evm.utg236.2"	-0.506026506
"evm.utg163.16"	0.390796487
"evm.utg785.11"	-0.531299359
"evm.utg1025.22"	0.695914647
"evm.utg4318.35"	0.425440306
"evm.utg381.78"	0.48606582
"evm.utg470.30"	0.443396715
"utg52.equina_smart_1128767.mrna1"	0.965765375
"evm.utg5087.5"	-0.358173455
"evm.utg888.28"	0.338753262
"evm.utg298.19"	-2.469043635
"evm.utg2417.35"	0.467413924
"evm.utg3876.22"	-2.810934242
"evm.utg3499.3"	-2.27067522
"evm.utg163.63"	-0.485065185
"evm.utg544.26"	-0.627271441
"evm.utg116.118"	-2.562157298
"evm.utg2487.53"	3.722491245
"evm.utg1272.78"	-0.779503004
"evm.utg15164.33"	2.411670165
